0.000000000000000000e+00 7.733376472513686650e-02 -2.285523296016098507e-02 -3.618818191081770580e-02 1.728826311819311665e-02 9.797938509202247168e-03 -9.220875029919393256e-03 1.949562363134557316e-03 -2.649147318804820784e-03 -1.294379241148685021e-03
1.000000000000000056e-01 -8.456764067673976093e-02 4.909850685212924226e-02 -1.087276046383640199e-01 2.395732883421503034e-02 -2.159203167200083803e-02 -6.593678320178159545e-03 -1.437824516065931701e-02 -8.827399537866362222e-03 -8.100833258199784462e-03
2.000000000000000111e-01 -1.467099229825445383e-01 3.505722421093597496e-02 -2.389433051145515435e-02 -1.929832285795737845e-02 -1.668260413432384737e-02 -2.587489217791182072e-02 -1.618790002430661040e-02 -1.683326120017416758e-02 -1.538928260478714810e-02
3.000000000000000444e-01 -1.978013615369408340e-01 -8.599873200949476049e-02 -6.655705992583008448e-03 -4.031265404122695573e-02 -2.682446141533038203e-02 -2.214229817613497242e-02 -1.330587678883941166e-02 -1.697161535800431956e-02 -1.899539700197518111e-02
4.000000000000000222e-01 -2.401935461886970935e-01 -3.888855392519829229e-03 8.665557558521348042e-03 1.577568586648495433e-02 9.896618593933925734e-04 -2.090848731994864734e-02 -2.476918686258297239e-02 -2.091416859914027593e-02 -2.188223751181770163e-02
5.000000000000000000e-01 -4.946513881871210383e-02 -8.020183388000276525e-02 -4.016558546365273097e-02 -1.194046379833497290e-02 -4.007127313852572315e-02 -2.899839816599443856e-02 -2.436507941622018114e-02 -1.996421803004130857e-02 -2.115629769767171653e-02
6.000000000000000888e-01 -1.084237100060965117e-02 -6.664693394555994133e-02 -4.062378189149942753e-02 -1.158659312028108637e-02 -3.176335221418094545e-02 -1.179441561546382133e-02 -1.788216734065074115e-02 -1.427531825061263346e-02 -1.640386136602999326e-02
7.000000000000000666e-01 7.272406520433707944e-02 -2.835517406323878262e-02 -2.745509194792741109e-04 -5.732386220971462387e-03 -2.376636608658579120e-02 -5.612172165335189457e-03 -8.977380314076589471e-03 -1.009424026535313615e-02 -1.202913100673952407e-02
8.000000000000000444e-01 -5.185849919430009225e-02 1.841816988460760404e-02 1.875080138760874121e-02 1.552871227829621253e-02 -1.974454041198233853e-02 -1.036799242382115821e-02 -6.558157954692279447e-04 -4.084867302131857565e-03 -4.030455316594206208e-03
9.000000000000000222e-01 1.068159925298610285e-01 1.140370134373319966e-01 3.231385099696737484e-02 7.344999972846710801e-03 -3.387246790533203142e-03 -5.489743134726582374e-03 4.130165306237047751e-03 6.230514170241740340e-03 3.093372805801789926e-03
1.000000000000000000e+00 -1.139551262663324183e-01 -8.788722974623935924e-03 -1.559573860453467714e-02 3.324200660791257200e-02 -1.823034768158964675e-03 9.987876423674588167e-03 1.803895771844325757e-02 1.423721658883985407e-02 1.624527581581902344e-02
1.100000000000000089e+00 -1.456320013425898563e-01 6.903332472749150461e-02 -3.615145712778128351e-03 3.432767394670719480e-03 3.784732057430954810e-02 1.939081238466255561e-02 2.626893492790202678e-02 2.701599036053874830e-02 3.058130943622641706e-02
1.200000000000000178e+00 -1.538729553742017864e-01 1.051767353363472907e-01 5.528554203501762077e-02 3.782590762895612913e-02 4.299166403294467365e-02 3.450739306082122038e-02 3.939452881266794493e-02 3.670204847169725865e-02 4.173588837375652449e-02
1.300000000000000044e+00 1.439937258686068422e-01 2.102713983366617800e-02 1.175978183109900321e-01 8.089929586937721906e-02 5.420741979008909806e-02 5.907103196628386149e-02 5.725625169771667022e-02 5.418235487982910742e-02 5.579670127996290419e-02
1.400000000000000133e+00 4.871289096545297626e-02 1.381859246970363053e-01 6.182010933475733105e-02 7.625162530239124048e-02 6.636251859392924835e-02 6.480612023842328984e-02 7.251834113361270429e-02 7.069007253333174645e-02 7.015993123134560416e-02
1.500000000000000000e+00 -1.093094044230369655e-01 2.017538670335658479e-02 5.535819473229885296e-02 7.542460739188511232e-02 7.094711968732421437e-02 9.257284760404412005e-02 8.811792190976773520e-02 8.443991360349903386e-02 8.436617719891556511e-02
1.600000000000000089e+00 1.506158050003324478e-01 1.108955827947934736e-01 1.498230967174883355e-01 9.622159052094136911e-02 1.051843773689661171e-01 1.147922581877587750e-01 1.068805272377617022e-01 1.022453813298505321e-01 1.018255180105070573e-01
1.700000000000000178e+00 1.676196775304377717e-01 6.915175517423582940e-02 1.217422078287347109e-01 1.194471259526337786e-01 1.019320567114410103e-01 1.242096457814346883e-01 1.189945324608731037e-01 1.150940825383448690e-01 1.176877838581292662e-01
1.800000000000000044e+00 4.823497115501755583e-02 1.505160592505455641e-01 1.142018750720575904e-01 1.440361006559689183e-01 1.171462705365641649e-01 1.338529992533149249e-01 1.325605206007634540e-01 1.348715631905526013e-01 1.337958840202924660e-01
1.900000000000000133e+00 1.509963217123773405e-01 1.887493360513861629e-01 7.099119876210599478e-02 1.429971719263538610e-01 1.431107359049650085e-01 1.473001561854634378e-01 1.492044017377437415e-01 1.498751214467224369e-01 1.480199596422747677e-01
2.000000000000000000e+00 1.189573453032671257e-01 7.199334838694017302e-02 1.488633110800684223e-01 1.610274903837006777e-01 1.639089071270652953e-01 1.645924792278575521e-01 1.571014593194239584e-01 1.612930371827848153e-01 1.588240286438418469e-01
2.100000000000000089e+00 1.294298795209530006e-01 2.136456791987333403e-01 1.363311212498369007e-01 1.986402697264940675e-01 1.673285789537655166e-01 1.719746241192812719e-01 1.733047678410914449e-01 1.713936648704990628e-01 1.730557835159940994e-01
2.200000000000000178e+00 1.657625182682343490e-01 1.982281508562908079e-01 1.560773278177623735e-01 1.973538103140681510e-01 1.666551996687949400e-01 1.774189455644180069e-01 1.777553273086885655e-01 1.841585093308486243e-01 1.841208479111628160e-01
2.300000000000000266e+00 3.139710033606144535e-01 2.235174577661769579e-01 1.917368817609091669e-01 1.687394433207511368e-01 2.076022810698308907e-01 1.864111835972427078e-01 1.931891028582650716e-01 1.939877935183004498e-01 1.932768739300205485e-01
2.400000000000000355e+00 2.178051386125461897e-01 1.595333266837110631e-01 1.873890650364540833e-01 2.039199344666843550e-01 2.139083255111106641e-01 1.899156335593388256e-01 2.016449330229152515e-01 1.993697540440526328e-01 2.023424239294329685e-01
2.500000000000000000e+00 2.321833250040714891e-01 2.629666190172533224e-01 2.855321301955422997e-01 2.292330279629257173e-01 2.204730409241424383e-01 1.995119717567200024e-01 2.008819799865603495e-01 2.101552188047634828e-01 2.059460087254405547e-01
2.600000000000000089e+00 2.050158605487588104e-01 2.888755610750787239e-01 2.236190632587560234e-01 2.153342242408026463e-01 2.241028635758734733e-01 2.058151438778383358e-01 2.095214770338615362e-01 2.071550835528906676e-01 2.101763897657710489e-01
2.700000000000000178e+00 1.078437416484651912e-01 3.136632203734652791e-01 1.888291899054041212e-01 1.957636324283822671e-01 1.981464338284616156e-01 2.091519355799814350e-01 2.047894060691324292e-01 2.128805247693862923e-01 2.086330960108720711e-01
